population,individual,sex,species,sequenced?,egg diameter.1,egg diameter.2,egg diameter.3,egg diameter.4,egg diameter.5,egg diameter.6,egg diameter.7,egg diameter.8,egg diameter.9,egg diameter.10,teste length.1,teste length.2,teste width.1,teste width.2,weight (mg),note,std.length,depth.1,membership
SF2014,64,,B,,,,,,,,,,,,,,,,,,4.3667633149,1.0166415381,
SF2014,65,,B,,,,,,,,,,,,,,,,,,4.489757732,1.0113737113,
SF2014,66,,B,,,,,,,,,,,,,,,,,,4.3790206186,0.9853994845,
SF2014,67,,B,,,,,,,,,,,,,,,,,,4.4394866046,1.0069896006,
SF2014,68,,B,,,,,,,,,,,,,,,,,,4.3643453608,0.9588865979,
SF2014,69,,B,,,,,,,,,,,,,,,,,,3.4957010309,0.8432525773,
SF2014,70,,B,,,,,,,,,,,,,,,,,,4.6883937385,1.0563967129,
SF2014,71,,B,,,,,,,,,,,,,,,,,,4.7591484802,1.0870192982,
SF2014,72,,B,,,,,,,,,,,,,,,,,,4.092088563,0.9282086127,
SF2014,73,,B,,,,,,,,,,,,,,,,,,4.1523350515,0.9126030928,
SF2014,74,,B,,,,,,,,,,,,,,,,,,4.7057345419,1.0573043935,
SF2014,75,,B,,,,,,,,,,,,,,,,,,3.2825132037,0.8303360103,
SF2014,76,,B,,,,,,,,,,,,,,,,,,4.4870869548,1.0000414502,
SF2014,77,,B,,,,,,,,,,,,,,,,,,4.9185907873,1.0567069653,
SF2014,78,,B,,,,,,,,,,,,,,,,,,3.714214106,0.9470294725,
SF2014,79,,B,,,,,,,,,,,,,,,,,,4.2622576792,0.9289149461,
SF2014,80,,B,,,,,,,,,,,,,,,,,,3.5956487737,0.8051819848,
SF2014,81,,B,,,,,,,,,,,,,,,,,,3.5384495071,0.7948769888,
SF2014,82,,B,,,,,,,,,,,,,,,,,,4.6715590136,1.0973452468,
SF2014,83,F,B,1,1.2,1.3,1.45,1.4,1.35,1.2,1.3,1.3,1.3,1.3,1.3,,,,2.422,,4.3920975372,1.016004923,2
SF2014,84,,B,,,,,,,,,,,,,,,,,,3.7318393215,0.8514277803,
SF2014,85,,B,,,,,,,,,,,,,,,,,,4.0897,0.9794871795,
SF2014,86,,B,,,,,,,,,,,,,,,,,,4.2622563284,0.9682486545,
SF2014,87,,B,,,,,,,,,,,,,,,,,,4.2460483757,0.9639179907,
SF2014,88,,B,,,,,,,,,,,,,,,,,,3.9010346021,0.9179933591,
SF2014,89,,B,,,,,,,,,,,,,,,,,,4.1142219388,0.9591964286,
SF2014,90,,B,,,,,,,,,,,,,,,,,,4.4698547699,1.0257728638,
SF2014,91,,B,,,,,,,,,,,,,,,,,,4.066152998,0.9386725811,
SF2014,92,,B,,,,,,,,,,,,,,,,,,3.3185754029,0.7897488494,
SF2014,93,,B,,,,,,,,,,,,,,,,,,4.6308124255,1.0615376726,
SF2014,94,,B,,,,,,,,,,,,,,,,,,4.2461564103,0.9744794872,
SF2014,95,,B,,,,,,,,,,,,,,,,,,4.3496672498,1.0151779434,
SF2014,96,,B,,,,,,,,,,,,,,,,,,3.4261948718,0.7897435897,
SF2014,97,,B,,,,,,,,,,,,,,,,,,4.4203256761,1.004764747,
SF2014,98,,B,,,,,,,,,,,,,,,,,,4.2200278058,0.9540822183,
SF2014,99,,B,,,,,,,,,,,,,,,,,,4.0069384215,0.9226748635,
SF2014,100,,B,,,,,,,,,,,,,,,,,,4.5213435844,1.0198693723,
SF2014,101,,B,,,,,,,,,,,,,,,,,,4.0206911936,0.9081639194,
SF2014,102,,B,,,,,,,,,,,,,,,,,,3.9370751831,0.9053666341,
SF2014,103,,B,,,,,,,,,,,,,,,,,,4.2921898473,0.9669633564,
SF2014,104,,B,,,,,,,,,,,,,,,,,,4.2389005102,0.8895280612,
SH,1,F,C,1,,,,,,,,,,,,,,,,,5.4964281518,1.3316003655,1
SH,2,M,C,1,,,,,,,,,,,,,,,,,4.7301605067,1.0879538504,1
SH,3,,C,,,,,,,,,,,,,,,,,,5.7530860321,1.3839891026,
SH,4,F,C,1,,,,,,,,,,,,,,,,,5.5677188372,1.2969274192,1
SH,5,F,C,1,,,,,,,,,,,,,,,,,6.1099371981,1.4352391304,2
SH,6,F,C,1,,,,,,,,,,,,,,,,,4.6840011497,1.123743089,2
SH,7,F,C,1,,,,,,,,,,,,,,,,,5.5634299517,1.3768309179,1
SH,8,F,C,1,,,,,,,,,,,,,,,,,5.7317365964,1.3043928785,1
SH,9,,C,,,,,,,,,,,,,,,,,,6.0099127801,1.3407204156,
SH,10,F,C,1,,,,,,,,,,,,,,,,,5.3114724005,1.2320421438,1
SH,11,F,C,1,,,,,,,,,,,,,,,,,5.3811961795,1.3093179796,1
SH,12,F,C,1,,,,,,,,,,,,,,,,,5.3216835749,1.1742705314,1
SH,13,F,C,1,,,,,,,,,,,,,,,,,4.5989448441,1.0504580336,2
SH,14,F,C,1,,,,,,,,,,,,,,,,,4.2246800206,1.0072461843,2
SH,15,,C,,,,,,,,,,,,,,,,,,4.9565833872,0.9461555029,
SH,16,F,C,1,,,,,,,,,,,,,,,,,5.1414057971,1.2691304348,1
SH,17,,C,,,,,,,,,,,,,,,,,,5.5360896208,1.2753501719,
SH,18,M,C,1,,,,,,,,,,,,,,,,,4.8725718931,1.165436178,1
SH,19,M,C,1,,,,,,,,,,,,,,,,,5.0590929902,1.1657825411,1
SH,20,M,C,1,,,,,,,,,,,,,,,,,4.7949657403,1.0651309164,1
SH,21,,C,,,,,,,,,,,,,,,,,,4.2584333333,0.7538846154,
SK,1,M,C,1,,,,,,,,,,,,,,,,,4.7597295171,1.1102886932,1
SK,2,,C,,,,,,,,,,,,,,,,,,5.2868507817,1.2844638837,
SK,3,,C,,,,,,,,,,,,,,,,,,5.3355865633,1.2945736434,
SK,4,F,C,1,,,,,,,,,,,,,,,,,5.7697487179,1.3617333333,1
SK,5,,C,,,,,,,,,,,,,,,,,,5.2670281493,1.2060731125,
SK,6,,C,,,,,,,,,,,,,,,,,,5.2611688165,1.2381544409,
SK,7,F,C,1,,,,,,,,,,,,,,,,,5.9823750272,1.4075502646,1
SK,8,M,C,1,,,,,,,,,,,,,,,,,4.8811070458,1.1474863829,1
SK,9,,C,,,,,,,,,,,,,,,,,,5.0776559331,1.2787460766,
SK,10,M,C,1,,,,,,,,,,,,,,,,,4.7210138187,1.0699874939,1
SK,11,,C,,,,,,,,,,,,,,,,,,4.1953587032,0.9844075784,
SK,12,M,C,1,,,,,,,,,,,,,,,,,5.3733457079,1.2921783585,1
SK,13,M,C,1,,,,,,,,,,,,,,,,,5.4514236782,1.2536982817,1
SK,14,M,C,1,,,,,,,,,,,,,,,,,5.3467201009,1.2846681641,1
SK,15,,C,,,,,,,,,,,,,,,,,,6.8899388133,1.5273996672,
SK,17,F,C,1,,,,,,,,,,,,,,,,,5.3089838351,1.1910480242,1
SK,18,,C,,,,,,,,,,,,,,,,,,5.0624663027,1.1397961984,
SK,19,M,C,1,,,,,,,,,,,,,,,,,5.1465036496,1.2049318735,1
SK,20,,C,,,,,,,,,,,,,,,,,,5.8612159115,1.3294291643,
SK,21,,C,,,,,,,,,,,,,,,,,,5.7522871046,1.3002749392,
SK,22,,C,,,,,,,,,,,,,,,,,,5.3134612934,1.2425351188,
SK,23,,C,,,,,,,,,,,,,,,,,,5.4072916667,1.2426470588,
SK,24,F,C,1,,,,,,,,,,,,,,,,,5.4156774393,1.3139137395,1
SK,25,F,C,1,,,,,,,,,,,,,,,,,5.5475220031,1.3014355005,1
SK,26,M,C,1,,,,,,,,,,,,,,,,,5.177083461,1.157748198,1
SK,27,,C,,,,,,,,,,,,,,,,,,5.3921809449,1.2070456618,
SK,28,,C,,,,,,,,,,,,,,,,,,5.0597420925,1.1759975669,
SK,29,,C,,,,,,,,,,,,,,,,,,4.7019982304,1.0514667497,
SK,30,F,C,1,,,,,,,,,,,,,,,,,5.3239411765,1.2132573529,1
SK,31,,C,,,,,,,,,,,,,,,,,,5.2142568347,1.2276653459,
SK,32,,C,,,,,,,,,,,,,,,,,,5.0966421823,1.1624117116,
SK,33,,C,,,,,,,,,,,,,,,,,,5.3781901235,1.2378345679,
SK,34,,C,,,,,,,,,,,,,,,,,,5.2096815601,1.3257837571,
SK,35,,C,,,,,,,,,,,,,,,,,,5.5989669376,1.2555260078,
SK,36,F,C,1,,,,,,,,,,,,,,,,,4.4263561522,1.1177125127,1
SK,37,,C,,,,,,,,,,,,,,,,,,5.4867181373,1.2794117647,
SK,38,,C,,,,,,,,,,,,,,,,,,5.0954508579,1.2223469465,
SK,39,,C,,,,,,,,,,,,,,,,,,4.5508175182,1.0089902676,
SK,40,,C,,,,,,,,,,,,,,,,,,5.2683064917,1.1841567997,
SK,41,,C,,,,,,,,,,,,,,,,,,3.9830518035,1.0231608258,
SK,42,,C,,,,,,,,,,,,,,,,,,5.1162692308,1.2462487179,
SK,43,,C,,,,,,,,,,,,,,,,,,4.9066787318,1.0613656871,
SK,44,,C,,,,,,,,,,,,,,,,,,5.2329825749,1.1615283632,
SK,45,,C,,,,,,,,,,,,,,,,,,5.0857465049,1.2301856812,
SK,46,,C,,,,,,,,,,,,,,,,,,5.3969638243,1.2868449612,
SK,47,,C,,,,,,,,,,,,,,,,,,4.7384157411,1.1153759372,
SK,48,,C,,,,,,,,,,,,,,,,,,4.7634612328,1.1614271137,
SK,49,,C,,,,,,,,,,,,,,,,,,4.574454659,1.0763337413,
SR2014,1,F,B,1,0.7,0.7,0.8,0.7,0.6,0.6,0.9,0.7,0.85,0.6,,,,,0.777,,5.0503724902,1.0571389797,1
SR2014,2,,B,,,,,,,,,,,,,,,,,,3.7439995681,0.8591609137,
SR2014,3,,B,,,,,,,,,,,,,,,,,,3.8244962897,0.7306145703,
SR2014,4,,B,,,,,,,,,,,,,,,,,,4.0421491464,0.9438746887,
SR2014,5,,B,,,,,,,,,,,,,,,,,,3.9471923178,0.9086590452,
SR2014,6,,B,,,,,,,,,,,,,,,,,,3.6815685644,0.8581620809,
SR2014,7,,B,,,,,,,,,,,,,,,,,,4.036140734,0.9505620474,
SR2014,8,,B,,,,,,,,,,,,,,,,,,4.8724342723,1.1550164319,
SR2014,9,,B,,,,,,,,,,,,,,,,,,4.3566327125,1.0140579474,
SR2014,10,,B,,,,,,,,,,,,,,,,,,3.8683641582,0.8125112845,
SR2014,11,,B,,,,,,,,,,,,,,,,,,3.6000478861,0.8030731601,
SR2014,12,,B,,,,,,,,,,,,,,,,,,4.0028826291,0.9296830986,
SR2014,13,,B,,,,,,,,,,,,,,,,,,3.2146713615,0.6831338028,
SR2014,14,,B,,,,,,,,,,,,,,,,,,3.9925899324,0.9225522366,
SR2014,15,F,B,1,1,0.8,0.9,0.6,0.7,0.7,0.9,0.9,0.7,0.7,,,,,0.823,,5.1825923266,1.112923139,2
SR2014,16,,B,,,,,,,,,,,,,,,,,,4.6381772578,1.0496417351,
SR2014,17,,B,,,,,,,,,,,,,,,,,,3.9836530043,0.9654069965,
SR2014,18,M,B,1,,,,,,,,,,,3.5,3.8,1,1.05,0.588,,4.0713167849,0.8936453901,2
SR2014,19,,B,,,,,,,,,,,,,,,,,,3.994141844,0.9361702128,
SR2014,20,F,B,1,1.5,1.5,1.5,1.45,1.4,1.45,1.4,1.4,1.45,1.35,,,,,3.79,,5.248923815,1.2463559931,2
SR2014,21,,B,,,,,,,,,,,,,,,,,,4.2693972497,0.9292973469,
SR2014,22,,B,,,,,,,,,,,,,,,,,,4.0074411224,0.8732450571,
SR2014,23,,B,,,,,,,,,,,,,,,,,,4.6615224586,1.1349503546,
SR2014,24,,B,,,,,,,,,,,,,,,,,,5.2878356808,1.1551220657,1
SR2014,25,M,B,1,,,,,,,,,,,3.8,4.2,1.2,0.9,0.484,,3.9079314722,0.8937072558,2
SR2014,26,,B,,,,,,,,,,,,,,,,,,3.8218011238,0.8618062646,
SR2014,27,,B,,,,,,,,,,,,,,,,,,3.8226027219,0.8305221377,
SR2014,28,,B,,,,,,,,,,,,,,,,,,3.9357731107,0.8859506061,
SR2014,29,,B,,,,,,,,,,,,,,,,,,3.4538392619,0.7756606802,
SR2014,30,,B,,,,,,,,,,,,,,,,,,3.5386056338,0.7958051643,
SR2014,31,,B,,,,,,,,,,,,,,,,,,4.3049991608,0.9716059393,
SR2014,32,,B,,,,,,,,,,,,,,,,,,3.7399741784,0.8948098592,
SR2014,33,,B,,,,,,,,,,,,,,,,,,4.9792293144,1.1704066194,
SR2014,34,F,B,1,0.7,0.95,0.9,0.9,1,0.95,1,1,0.9,1,,,,,1.103,,5.1974178404,1.1198075117,1
SR2014,35,,B,,,,,,,,,,,,,,,,,,4.4868497653,0.964814554,
SR2014,37,F,B,1,0.8,1,1,1,0.95,1.1,1.1,0.95,1,1,,,,,2.049,,7.1347825059,1.4610094563,1
SR2014,38,,B,,,,,,,,,,,,,,,,,,4.7745973402,1.0777270786,
SR2014,39,,B,,,,,,,,,,,,,,,,,,3.541427334,0.7188429407,
SR2014,40,,B,,,,,,,,,,,,,,,,,,3.9446234956,0.8591609137,
SR2014,41,,B,,,,,,,,,,,,,,,,,,3.8747778813,0.908537573,
SR2014,42,,B,,,,,,,,,,,,,,,,,,4.6905680751,1.1197394366,
SR2014,43,,B,,,,,,,,,,,,,,,,,,4.8172911028,1.0775285145,
SR2014,44,,B,,,,,,,,,,,,,,,,,,4.2398098592,0.8943943662,
SR2014,45,F,B,1,1.1,1.05,1,1,1.1,1.2,1.1,1,0.9,0.7,,,,,1.487,,4.9842222222,1.135106383,1
SR2014,46,,B,,,,,,,,,,,,,,,,,,4.5048592117,1.0142573125,
SR2014,47,,B,,,,,,,,,,,,,,,,,,3.5565722633,0.7670615044,
SR2014,48,,B,,,,,,,,,,,,,,,,,,4.455416053,0.9388290139,
SR2014,49,,B,,,,,,,,,,,,,,,,,,3.74680466,0.7918504452,
SR2014,50,,B,,,,,,,,,,,,,,,,,,4.3269456265,0.9647730496,
SR2014,51,M,B,1,,,,,,,,,,,4.2,4.4,1.05,1,0.393,,3.7874728132,0.829787234,2
SR2014,52,,B,,,,,,,,,,,,,,,,,,4.1545199769,0.9794104807,
SR2014,53,,B,,,,,,,,,,,,,,,,,,4.8868699764,1.0638297872,
SR2014,54,,B,,,,,,,,,,,,,,,,,,3.7072037863,0.7930664242,
SR2014,55,,B,,,,,,,,,,,,,,,,,,4.5765719665,0.950782961,
SR2014,56,,B,,,,,,,,,,,,,,,,,,3.9719537758,0.8523535777,
SR2014,57,,B,,,,,,,,,,,,,,,,,,3.9698699764,0.9009598109,
SR2014,58,F,B,1,1.3,1.2,1,1.05,1.2,1.3,1,1.1,1.1,1.2,,,,,2.373,,4.3755982827,1.014081796,1
SR2014,59,,B,,,,,,,,,,,,,,,,,,3.9438236816,0.9029838571,
SR2014,60,,B,,,,,,,,,,,,,,,,,,3.6746491226,0.8808092461,
SR2014,61,,B,,,,,,,,,,,,,,,,,,4.6630496524,1.0705259106,
SR2014,62,,B,,,,,,,,,,,,,,,,,,4.0284200647,0.8654881315,
SR2014,63,,B,,,,,,,,,,,,,,,,,,3.7393987479,0.8239529026,
SR2014,64,,B,,,,,,,,,,,,,,,,,,3.8651744622,0.8520410455,
SR2014,65,,B,,,,,,,,,,,,,,,,,,3.7550070423,0.8169014085,
SR2014,66,,B,,,,,,,,,,,,,,,,,,3.7971725601,0.783324398,
SR2014,67,,B,,,,,,,,,,,,,,,,,,3.8803075753,0.8802230766,
SR2014,68,,B,,,,,,,,,,,,,,,,,,3.8600798122,0.9296830986,
SR2014,69,,B,,,,,,,,,,,,,,,,,,4.4861541134,0.950914413,
SR2014,70,,B,,,,,,,,,,,,,,,,,,4.0635269537,0.9005332123,
SR2014,71,,B,,,,,,,,,,,,,,,,,,4.1383962704,0.9021258741,
SR2014,72,,B,,,,,,,,,,,,,,,,,,4.0450618867,0.8461620941,
SR2014,73,,B,,,,,,,,,,,,,,,,,,3.944410429,0.9219902083,
SR2014,74,,B,,,,,,,,,,,,,,,,,,4.0999264795,0.9006857978,
SR2014,75,,B,,,,,,,,,,,,,,,,,,4.4890779424,1.0152963174,
SR2014,76,F,B,1,1.2,1.2,1.3,1.3,1.1,1.2,1.2,1.1,1.3,1.1,,,,,2.782,,5.7518132388,1.2411347518,NA
SR2014,77,,B,,,,,,,,,,,,,,,,,,4.7968137944,1.0709886977,
SR2014,78,,B,,,,,,,,,,,,,,,,,,4.0514746728,0.9220008368,
SR2014,79,,B,,,,,,,,,,,,,,,,,,4.5520238095,0.9643904762,
SR2014,80,M,B,1,,,,,,,,,,,4,5.6,0.8,1.2,0.561,,4.1122320899,0.9786499245,2
SR2014,81,,B,,,,,,,,,,,,,,,,,,3.6266739591,0.7535345331,
SR2014,82,,B,,,,,,,,,,,,,,,,,,3.8190571199,0.842956494,
SR2014,83,,B,,,,,,,,,,,,,,,,,,4.0496877934,0.8875751174,
SR2014,84,,B,,,,,,,,,,,,,,,,,,3.583356974,0.8227257683,
SR2014,85,,B,,,,,,,,,,,,,,,,,,3.5917981221,0.8028474178,
SR2014,86,,B,,,,,,,,,,,,,,,,,,4.9512211266,1.0711045339,
SR2014,87,,B,,,,,,,,,,,,,,,,,,3.8873952381,0.9358238095,
SR2014,88,F,B,1,1.2,1.25,1.4,1.3,1.2,1.3,1.2,1.3,1.4,1.4,,,,,3.372,,4.8995516432,1.1552723005,1
SR2014,89,F,B,1,1.3,1.2,1.4,1.2,1.2,1.3,1.25,1.3,1.3,1.3,,,,,2.924,,4.873225519,1.117256998,1
SR2014,90,,B,,,,,,,,,,,,,,,,,,4.224352381,0.9642857143,
SR2014,91,,B,,,,,,,,,,,,,,,,,,4.2265443466,0.9434052803,
SR2014,92,M,B,1,,,,,,,,,,,4.3,4.5,1.3,1.2,0.575,,4.0567446809,0.9087990544,2
SR2014,93,,B,,,,,,,,,,,,,,,,,,4.3500928571,0.9643904762,
SR2014,94,,B,,,,,,,,,,,,,,,,,,3.4351778086,0.8014283317,
SR2014,95,,B,,,,,,,,,,,,,,,,,,3.4451927298,0.7676186765,
SR2014,96,F,B,1,0.95,0.8,0.8,0.8,0.9,0.9,0.8,0.8,0.8,0.9,,,,,0.942,,5.0136934856,1.0492862206,1
SR2014,97,,B,,,,,,,,,,,,,,,,,,5.1201048951,1.1189020979,
SR2014,98,,B,,,,,,,,,,,,,,,,,,3.6526688776,0.8937791194,
SR2014,99,,B,,,,,,,,,,,,,,,,,,3.907202381,0.8859738095,
SR2014,100,,B,,,,,,,,,,,,,,,,,,4.0928642857,0.8931142857,
SR2014,101,,B,,,,,,,,,,,,,,,,,,3.7822474068,0.901631648,
SR2014,102,,B,,,,,,,,,,,,,,,,,,4.3120567376,0.9862245863,
SR2014,103,,B,,,,,,,,,,,,,,,,,,4.5345374582,0.9716242497,
SR2014,104,,B,,,,,,,,,,,,,,,,,,4.0713479229,0.9577475699,
SR2014,105,F,B,1,0.9,0.8,0.8,0.8,0.8,0.7,0.9,0.8,0.7,0.8,,,,,0.977,,3.8741167487,0.8794381234,2
SR2014,106,,B,,,,,,,,,,,,,,,,,,4.2328197689,0.9580651673,
SR2014,107,F,B,1,1.1,1,0.95,0.9,1.05,1.1,1,1.05,1.1,1.1,,,,,1.976,,4.2771538591,0.9645449753,2
SR2014,108,,B,,,,,,,,,,,,,,,,,,3.6543777821,0.823162991,
SR2014,109,,B,,,,,,,,,,,,,,,,,,3.9926603206,0.8868885669,
SR2014,110,,B,,,,,,,,,,,,,,,,,,4.2007637895,0.9285756802,
SR2014,111,,B,,,,,,,,,,,,,,,,,,4.1360166667,0.9000285714,
SR2014,112,,B,,,,,,,,,,,,,,,,,,4.3905288515,1.0498332195,
SR2014,113,F,B,1,1,1,1,1.05,0.95,0.9,0.9,0.9,0.95,1,,,,,1.358,,5.5422569337,1.248180445,1
SR2014,114,M,B,1,,,,,,,,,,,5.2,6,1.4,1.4,0.583,,3.9576662389,0.8435279245,2
SR2014,115,,B,,,,,,,,,,,,,,,,,,3.6170383276,0.8021824492,
SR2014,116,,B,,,,,,,,,,,,,,,,,,3.8034503858,0.8288259117,
SR2014,117,,B,,,,,,,,,,,,,,,,,,3.9496980071,0.8213754306,
SR2014,118,,B,,,,,,,,,,,,,,,,,,3.5000666667,0.828847619,
SR2014,119,,B,,,,,,,,,,,,,,,,,,3.7013853344,0.8218420495,
SR2014,120,M,B,1,,,,,,,,,,,4.8,3.9,1,1.1,0.38,,3.8226027219,0.8724335774,2
SR2014,121,,B,,,,,,,,,,,,,,,,,,3.7427662609,0.7859865575,
SR2014,122,,B,,,,,,,,,,,,,,,,,,3.6507496232,0.7645656899,
SR2014,123,,B,,,,,,,,,,,,,,,,,,3.858218817,0.8659514764,
SR2014,124,,B,,,,,,,,,,,,,,,,,,6.5980175456,1.5898924614,
SR2014,125,F,B,1,1.5,1.55,1.5,1.55,1.55,1.6,1.6,1.6,1.6,1.5,,,,,4.235,,5.9802411348,1.3978108747,1
SR2014,126,,B,,,,,,,,,,,,,,,,,,4.8740765607,1.1419017472,
SR2014,127,,B,,,,,,,,,,,,,,,,,,4.1492323944,0.9015187793,
SR2014,128,M,B,1,,,,,,,,,,,4,3.8,0.8,0.7,0.36,,3.4577746479,0.7536525822,1
SR2014,129,,B,,,,,,,,,,,,,,,,,,3.894291462,0.8732168888,
SR2014,130,F,B,1,1,1,1,1,1.05,1,1,1,1.05,0.95,,,,,1.712,,5.4719928571,1.1786571429,1
SR2014,131,F,B,1,1.4,1.3,1.4,1.5,1.3,1.3,1.3,1.5,1.5,1.45,,,,,2.569,,3.6188014184,0.8156335697,2
SR2014,132,,B,,,,,,,,,,,,,,,,,,3.7817488263,0.8239741784,
SR2014,133,F,B,1,1.5,1.5,1.2,1.3,1.3,1.5,1.4,1.3,1.3,1.3,,,,,2.101,,4.3223146202,0.9571520059,1
SR2014,134,,B,,,,,,,,,,,,,,,,,,3.8173114388,0.9365273846,
SR2014,135,,B,,,,,,,,,,,,,,,,,,4.6807054278,1.0141569114,
SR2014,136,,B,,,,,,,,,,,,,,,,,,3.7049915267,0.8454565512,
SR2014,137,M,B,1,,,,,,,,,,,3.7,3.5,1.2,1.1,0.652,,3.7826338028,0.8805352113,2
SR2014,138,,B,,,,,,,,,,,,,,,,,,4.0717049911,0.9155577515,
SR2014,139,,B,,,,,,,,,,,,,,,,,,3.8932803521,0.8725117778,
SR2014,140,,B,,,,,,,,,,,,,,,,,,4.4483264029,0.9787239575,
SR2014,141,F,B,1,0.95,1,1,1,1.05,1.1,1,0.95,1.1,1.2,,,,,1.82,,4.2202387707,0.9366004728,2
SR2014,142,,B,,,,,,,,,,,,,,,,,,4.6271032864,1.0353075117,
SR2014,143,,B,,,,,,,,,,,,,,,,,,4.0575352113,0.8312535211,
SR2014,144,F,B,1,1,0.95,0.95,1,0.9,0.8,1,1.1,1.1,0.7,,,,,0.985,,4.8834728132,1.0360685579,1
SR2014,145,,B,,,,,,,,,,,,,,,,,,4.2676409764,0.936701165,
SR2014,146,,B,,,,,,,,,,,,,,,,,,4.4486807512,0.9720610329,
SR2014,147,,B,,,,,,,,,,,,,,,,,,4.0075878811,0.9078202452,
SR2014,148,F,B,1,1.25,1.25,1.25,1.2,1.4,1.3,1.3,1.2,1.1,1.3,,,,,2.167,,4.0772153919,0.936633008,2
SR2014,149,F,B,1,1.4,1.25,1.35,1.4,1.3,1.4,1.3,1.25,1.25,1.3,,,,,2.442,,4.2835127219,0.9362522488,2
SR2014,150,,B,,,,,,,,,,,,,,,,,,3.908562123,0.8513434303,
SR2014,151,,B,,,,,,,,,,,,,,,,,,5.8170235041,1.4296954773,
SR2014,152,,B,,,,,,,,,,,,,,,,,,4.2568779343,0.91592723,
SR2014,153,,B,,,,,,,,,,,,,,,,,,3.8228014184,0.8872340426,
SR2014,154,,B,,,,,,,,,,,,,,,,,,4.2626919722,0.979266883,
SR2014,155,,B,,,,,,,,,,,,,,,,,,4.6676020245,1.0213493266,
SR2014,156,,B,,,,,,,,,,,,,,,,,,3.9401655236,0.9156468142,
SR2014,157,,B,,,,,,,,,,,,,,,,,,5.2570099355,1.1537126409,
SR2014,158,,B,,,,,,,,,,,,,,,,,,4.4188945441,0.9861989405,
SR2014,159,M,B,1,,,,,,,,,,,7.8,7.3,1.5,1.3,2.226,,6.0568741183,1.367051555,1
SR2014,160,,B,,,,,,,,,,,,,,,,,,4.3014153296,0.96492999,
SR2014,161,,B,,,,,,,,,,,,,,,,,,3.8008920188,0.8310164319,
SR2014,162,,B,,,,,,,,,,,,,,,,,,3.5687388354,0.8309949743,
SR2014,163,,B,,,,,,,,,,,,,,,,,,3.8857214286,0.8724809524,
SR2014,164,,B,,,,,,,,,,,,,,,,,,3.8596323293,0.8650519031,
SR2014,165,,B,,,,,,,,,,,,,,,,,,4.1996282057,0.8882410654,
SR2014,166,,B,,,,,,,,,,,,,,,,,,4.3432293144,1.0073167849,
SR2014,167,,B,,,,,,,,,,,,,,,,,,3.7543562697,0.808614906,
SR2014,168,,B,,,,,,,,,,,,,,,,,,4.1176378075,0.908537573,
SR2014,169,,B,,,,,,,,,,,,,,,,,,4.1648396581,0.8870327302,
SR2014,170,,B,,,,,,,,,,,,,,,,,,3.8700515523,0.8520375719,
SR2014,171,,B,,,,,,,,,,,,,,,,,,3.4999166688,0.7683933044,
SR2014,172,,B,,,,,,,,,,,,,,,,,,4.0899338056,0.8595345978,
SR2014,173,,B,,,,,,,,,,,,,,,,,,3.9646489837,0.8949043005,
SR2014,174,,B,,,,,,,,,,,,,,,,,,4.1632297978,0.8582519131,
SR2014,175,,B,,,,,,,,,,,,,,,,,,4.2373224337,0.9449423301,
SR2014,176,,B,,,,,,,,,,,,,,,,,,3.9145524214,0.9150488248,
SR2014,177,,B,,,,,,,,,,,,,,,,,,3.867750484,0.8439496845,
SR2014,178,,B,,,,,,,,,,,,,,,,,,4.3358896104,0.979955604,
SR2014,179,,B,,,,,,,,,,,,,,,,,,3.5326835472,0.7659375288,
SR2014,180,,B,,,,,,,,,,,,,,,,,,3.7176598726,0.8101128844,
SR2014,181,,B,,,,,,,,,,,,,,,,,,3.8647809524,0.8000309524,
SR2014,182,,B,,,,,,,,,,,,,,,,,,4.0667893552,0.9440577825,
SR2014,183,,B,,,,,,,,,,,,,,,,,,4.1795173351,0.935644684,
SR2014,184,,B,,,,,,,,,,,,,,,,,,4.0730333333,0.9145357143,
SR2014,185,,B,,,,,,,,,,,,,,,,,,4.7886134396,1.0011877628,
SR2014,186,,B,,,,,,,,,,,,,,,,,,3.9784672306,0.8716700277,
SR2014,187,,B,,,,,,,,,,,,,,,,,,3.4414408194,0.7356950175,
SR2014,188,,B,,,,,,,,,,,,,,,,,,3.6377681074,0.790194394,
SR2014,189,,B,,,,,,,,,,,,,,,,,,4.4716757418,0.9723483433,
SR2014,190,,B,,,,,,,,,,,,,,,,,,3.7960529713,0.8882410654,
SR2014,191,,B,,,,,,,,,,,,,,,,,,4.3477187209,0.964996209,
SR2014,192,,B,,,,,,,,,,,,,,,,,,3.3888800902,0.794751361,
SR2014,193,,B,,,,,,,,,,,,,,,,,,3.9226602072,0.8876824351,
SR2014,194,,B,,,,,,,,,,,,,,,,,,3.8524317335,0.8376094239,
SR2014,195,,B,,,,,,,,,,,,,,,,,,3.5120518336,0.786381547,
SR2014,196,,B,,,,,,,,,,,,,,,,,,4.3816543778,0.9574479151,
SR2014,197,,B,,,,,,,,,,,,,,,,,,3.6028912642,0.8379760681,
TC,1,,B,,,,,,,,,,,,,,,,,,5.8104892608,1.3878348043,
TC,2,,B,,,,,,,,,,,,,,,,,,6.8232921282,1.4841375477,
TC,3,,B,,,,,,,,,,,,,,,,,,6.0851487636,1.4407329741,
TC,4,,B,,,,,,,,,,,,,,,,,,6.9711964286,1.4795918367,
